ABSL ETF,ABSL Nifty50,Franklin India,HDFC Index,ICICI ETF,ICICI Nifty,IDBI Nifty,IDFC ETF,IDFC Nifty,LIC MF,Nippon,SBI Nifty,Tata Index,Taurus Nifty,UTI ETF,UTI Nifty,Nifty 50
0.00724726,0.007376,0.007314032,0.00729853,-0.007586367,6.80E-03,0.007368697,0.000389691,0.00039177,0.001383185,0.007823077,0.001427623,0.007318793,0.007077002,0.004035157,0.00140112,-0.003303069
-0.000753924,-0.00078,-0.000765275,-0.000766454,-0.011886518,-0.000481353,-0.000735917,-0.004648063,-0.004699979,-0.004029699,-0.000794239,-0.004121828,-0.000768994,-0.00072491,-0.002209832,-0.004103491,0.002894928
0.001448592,0.001386,0.001456661,0.001396847,-0.004127054,0.002858537,0.001411237,-0.00065372,-0.000658856,0.005600451,0.001427636,0.005834525,0.001423642,0.001361872,-0.00281367,0.005748802,0.0072814
-0.00417034,-0.00403,-0.004169684,-0.004092796,0.003015259,-0.002498741,-0.004106273,-0.001317706,-0.001334346,-0.001482473,-0.004203623,-0.001614034,-0.004117566,-0.003958042,-0.002748145,-0.001472202,-0.000762648
0.005824436,0.005748,0.005818411,0.005749517,0.006372491,0.002686845,0.005739319,-0.003580939,-0.00360034,-0.005105538,0.0058497,-0.005203357,0.005710945,0.00573578,-0.005090213,-0.005216549,0.001389518
-1.57E-03,-0.00157,-1.52E-03,-1.56E-03,-5.01E-03,-0.002308036,-1.50E-03,-3.71E-05,-4.54E-05,-8.29E-04,-1.74E-03,-8.10E-04,-1.53E-03,-1.49E-03,4.49E-03,-0.000825422,-0.004134712
-0.005159535,-0.00526,-0.005180663,-0.005244557,-0.00238432,-0.003485633,-0.005196039,-0.001298919,-0.001308377,-0.002566714,-0.005200771,-0.002588062,-0.005213293,-0.005205282,-0.003951846,-0.002626121,0.00574964
-0.000874862,-0.00078,-0.000867397,-0.000820571,0.004149875,0.000636322,-0.000828765,0.003819739,0.003830433,0.003332007,-0.000850773,0.003450326,-0.000846333,-0.000823391,0.002628451,0.003407782,-0.001560917
-0.002582338,-0.00264,-0.002559634,-0.002625133,-0.003473232,0.001210189,-0.002606817,-0.003143076,-0.003152987,0.007333827,-0.002626854,0.007537691,-0.00258655,-0.002618287,-0.004333826,0.007498146,-0.005245017
0.003365371,0.003497,0.003407132,0.003431361,0.002873307,0.002393045,0.003400655,0.001030305,0.001041961,-0.001769469,0.003372442,-0.001831187,0.003416353,0.003402014,0.00026454,-0.00181618,-0.000844827
