HDFC Index,IDFC,LIC,Nippon,Tata,Sensex
-0.004663305,-0.000354939,-6.97E-05,-0.004694852,-0.004638501,-0.002327352
0.000949304,-0.001161241,0.001650618,0.000932932,0.000946665,0.00174256
-8.37E-05,-0.000528155,0.002555537,-6.95E-05,-6.68E-05,-0.000832264
0.001643868,0.001332447,0.001154001,0.001637206,0.00166614,-0.004740912
0.002584496,0.000199262,0.003427812,0.00255018,0.002607341,0.000933441
0.001166471,0.005834267,-0.001220945,0.001160028,0.001179893,-0.0000818
0.003490146,0.004124984,0.002689832,0.003473445,0.003495968,0.001633416
-0.00124628,-0.000493207,0.001156958,-0.001235043,-0.001220859,0.002557129
0.002724404,0.000852588,-0.001360497,0.002712591,0.00275841,0.001158594
0.001154434,0.002691845,0.003150977,0.001125492,0.001196918,0.003484512
-0.001390725,-0.004570988,-0.000920071,-0.001394973,-0.001414278,-0.001260272
0.00317505,-0.003910195,-0.008208418,0.003178295,0.003201989,0.00278377
-0.000945415,-0.002653547,-0.003075317,-0.000941117,-0.000922979,0.001126718
-0.008312365,0.002918026,-0.002037321,-0.008314362,-0.008346497,-0.001408439
-0.001988057,0.002271738,-0.003490729,-0.001990345,-0.001975429,0.003187287
-0.002053994,-0.002493482,-0.000491652,-0.002025963,-0.002034273,-0.000825244
-0.003528179,-0.002777497,-0.010509737,-0.003462503,-0.003526333,-0.008367773
-0.000496469,-0.001795172,-0.001769139,-0.000423495,-0.00050496,-0.001615918
-0.010629989,-0.003008805,0.001079524,-0.010935578,-0.010650993,-0.000418931
-0.001802895,0.000742115,0.003432751,-0.001848696,-0.001817545,-0.002101264
0.001095315,0.00026177,-0.009315726,0.001081442,0.001083841,-0.00356324
0.003438335,-0.002363547,0.001860537,0.003511666,0.003501517,-0.000509514
-0.009360176,-0.000895962,-0.000461881,-0.009577762,-0.00940857,-0.0105494
0.001936076,0.001274056,0.001441462,0.001903474,0.001862238,-0.001831695
-0.000467057,0.000828579,0.001236881,-0.000469541,-0.000465833,0.001085786
0.001430261,-0.002660304,-0.004192327,0.001448196,0.001438164,0.003459734
0.001380202,0.003101531,-0.001341212,0.001238352,0.001251294,-0.009448499
-4.23E-03,4.06E-06,-1.01E-03,-4.24E-03,-0.004231044,0.001844812
-0.001381197,0.000232661,-0.004250782,-0.00139587,-1.37E-03,-4.90E-04
-0.00101169,-0.002239263,0.002717357,-0.001034572,-1.01E-03,0.001448325
-0.004253478,-0.002323825,0.005285606,-0.004285936,-0.004283275,0.001229416
0.002720187,-0.002501473,-0.001910776,0.002705922,0.002701,-0.004262238
0.005274295,-0.001146079,0.003728644,0.005278166,0.005401519,-0.001413577
-0.001940322,0.000110831,-0.003954042,-0.002022792,-0.001964993,-0.001054928
0.003756337,-0.000884115,0.002977565,0.003807631,0.003781169,-0.004315975
-0.003985699,-0.001105164,-0.000834006,-0.004005623,-0.003997165,0.00273608
0.0030026,-0.003111448,0.003131166,0.002984138,0.003028991,0.00529
-0.000849852,0.000878404,-0.000741909,-0.000853352,-0.000820397,-0.00195
0.003148433,-0.00379602,-0.00431477,0.003146731,0.003191185,0.003765936
-0.000758334,-0.002189548,0.002519131,-0.000753106,-0.000724372,-0.004029067
-0.004363236,-0.003058283,-0.002499526,-0.004359424,-0.004376016,0.003002768
0.002534053,-0.003474291,0.001915754,0.002515546,0.002557007,-0.000891385
-0.002524103,-0.004081712,-0.00108172,-0.00252969,-0.00251246,0.003164236
0.001930149,-0.000270058,0.002831689,0.001923113,0.001960812,-0.000772397
-0.001092718,0.001335413,0.004753822,-0.001101989,-0.001083151,-0.004207044
0.003087538,-0.002776129,-0.001739327,0.003066954,0.003109293,0.002540812
-0.00025846,0.002928536,-0.001650582,-0.000266313,-0.000228569,-0.002575708
0.004779957,0.000832808,-0.004409169,0.004775535,0.004818622,0.00193203
-0.001776869,0.000723276,-0.000123919,-0.001765271,-0.00177715,-0.00113
-0.001680451,0.010292626,-0.001223792,-0.001667526,-0.001672088,0.003096908
-0.004480849,0.003843673,-0.001911463,-0.004469183,-0.004475148,-0.000244298
-0.000125885,0.007050075,0.00129414,-0.000127422,-0.000100613,0.004803142
-0.00117354,0.001339214,0.003734423,-0.001234528,-0.001224471,-0.001752643
-0.001909879,-0.004254386,0.000351292,-0.001948302,-0.001924489,-0.001319742
0.001273605,0.005147475,0.004655154,0.001327652,0.001322051,-0.004509739
0.003725274,-0.003770308,0.003747815,0.003794143,0.003777826,-0.000171781
0.00033383,0.00184342,-0.000635674,0.000355627,0.000377688,-0.001259886
0.004611954,-0.001857687,0.000243607,0.004693007,0.004681504,-0.001958024
0.003796761,0.003672616,-0.003017845,0.003838672,0.003854858,0.001292001
-0.000673366,0.003001004,-0.001296564,-0.000681588,-0.000652468,0.003762758
0.000248035,0.000920393,0.00026871,0.000256074,0.000261453,0.000310194
-0.003067243,-0.001821212,-0.000657795,-0.003096561,-0.003071108,0.001198907
-0.001323151,0.000325785,-0.006955585,-0.001331987,-0.001320569,0.003454212
0.000263354,-0.004080254,-0.007365611,0.000272772,0.000264756,0.003825707
-0.000682036,-0.003826734,-0.003756283,-0.000684,-0.00063899,-0.000702249
-0.006992577,0.00124688,0.000811228,-0.007054223,-0.007038496,0.000229297
-0.007422135,0.002056779,-0.00093159,-0.007482595,-0.007420426,-0.003094283
-0.003765722,0.001736878,-0.00094862,-0.003810352,-0.003758192,-0.001337964
0.000807695,0.003827596,-0.002067392,0.000784186,0.000823314,0.000252667
-0.000947894,0.005531822,0.001399722,-0.000958257,-0.000943174,-0.00071375
-0.000952796,0.003704984,0.000382419,-0.000978996,-0.000965046,-0.007089159
-0.002089782,-0.004140701,0.000515967,-0.002119681,-0.002096726,-0.007513885
0.001413204,0.00057358,0.000726245,0.001402847,0.001417508,-0.003811496
0.000384077,-0.007842407,0.002798443,0.000378816,0.000406116,0.000777219
0.000518708,0.000701568,-0.001907433,0.000520841,0.000530728,-0.000961768
0.000713968,0.0002744,0.001656859,0.000709164,0.000721247,-0.000980695
0.002813068,0.001923376,-0.002652714,0.00282525,0.002854339,-0.002121061
-0.001960458,0.006296433,-0.002431718,-0.001981897,-0.00196287,0.001399623
0.001659748,0.003331646,0.000560688,0.001664001,0.001698477,0.000322306
-0.002673176,-0.000960916,0.004680784,-0.002667589,-0.002674752,0.000504853
-0.002465491,-0.00181272,-0.000526045,-0.002455633,-0.002461374,0.000714737
0.000501012,0.001616764,-0.003557694,0.00049184,0.000510796,0.002836438
0.004743002,0.005357334,0.002151648,0.004718896,0.004785802,-0.001982729
-0.000545635,-0.006111094,-0.002641926,-0.000538618,-0.000502553,0.001640474
-0.003605076,-0.001410027,0.000442769,-0.003537314,-0.003608298,-0.002707068
0.002098359,0.00270587,-0.003354017,0.002062987,0.002137366,-0.002487871
-0.002685841,-0.003713903,-0.00287313,-0.00270595,-0.002701276,0.00049264
0.000437126,-0.001491546,-0.001075754,0.000455904,0.00047018,0.004756915
-0.003396113,0.004565032,-0.000407389,-0.003335256,-0.003408266,-0.000295343
-0.002915501,-0.007471311,0.002057188,-0.00285589,-0.002919248,-0.003646866
-0.001092954,-0.000385137,-0.001061973,-0.001059967,-0.001075339,0.002099885
-0.000409248,-0.002061012,0.001666125,-0.000408026,-0.000261875,-0.00271184
0.002054068,-0.001167412,8.69E-05,0.001985442,0.002082196,0.000405117
-0.001094079,-0.000760147,-1.53E-05,-0.00106123,-0.00111428,-0.003431396
0.00166647,-0.002037686,-0.005218022,0.001642406,0.001709734,-0.002949386
8.35E-05,-0.001155561,-0.00168236,8.57E-05,9.18E-05,-0.001111945
-2.59E-05,-0.001410691,0.003649696,-2.71E-05,3.27E-05,-0.000423875
-0.005252968,-0.001129803,-0.00315944,-0.005172314,-0.005246166,0.002038824
-0.001744768,0.000796152,-0.001616673,-0.001698671,-0.001717447,-0.001125551
0.003677024,-0.001197232,-0.001291318,0.003632196,0.003728404,0.001673523
-0.003184851,0.000156174,0.002610765,-0.003117071,-0.003171896,0.0000671
-0.001587472,-0.000432613,-0.001019662,-0.001587818,-1.62E-03,-0.00000199
-0.001324382,-0.002073838,0.002221383,-0.001317291,-1.30E-03,-0.00532903
0.002612996,0.001438907,-0.003783755,0.002536466,0.002626866,-0.001750757
-0.001043088,-0.002646684,0.002530011,-0.00101105,-0.001043728,0.003691985
0.002226968,-0.003177625,-0.000275038,0.002175784,0.00225502,-0.003196498
-0.003868783,-0.002333852,0.002371272,-0.003767402,-0.003865724,-0.001628698
4.24E-05,-0.000199128,0.002468393,2.65E-05,7.03E-05,-0.001358468
0.002435383,0.000898627,0.000699148,0.002349828,0.002439264,0.002605771
-0.00029825,0.002310711,0.001931418,-0.000283893,-0.000296832,-0.000977832
0.002398028,-0.003598057,0.000464492,0.002312022,0.002414511,0.002235703
2.50E-03,-0.000102487,1.31E-03,2.40E-03,0.00251659,-0.003900585
0.000691668,-0.001258941,0.00209978,0.000681908,7.33E-04,0.00000389
0.00196736,0.000889775,0.0005862,0.001889805,2.00E-03,0.002436087
0.000456761,-0.003526838,-0.002188865,0.000437626,0.000461456,-0.000306209
0.0013251,-0.000250505,-0.001024308,0.001288367,0.001332507,0.002395049
0.002113607,0.0001591,0.002439651,0.002073918,0.002169378,0.002491092
0.000574438,0.001900173,0.000666665,0.000559884,0.000613675,0.000659148
-0.002201222,0.00292539,-0.000723557,-0.002140046,-0.002202623,0.00201373
-0.001019258,0.003701443,-0.003059976,-0.000977907,-0.001025966,0.000444245
0.002484343,0.002882388,0.006975606,0.002403432,0.002487327,0.001315507
0.000642883,-0.000424565,0.000181816,0.00064165,0.000669561,0.002124501
-0.000737046,0.003824243,-0.000275086,-0.000732587,-0.000732881,0.000539727
-0.002968059,-0.003977267,0.007078221,-0.002881925,-0.002955677,-0.002236385
-0.000144879,-0.003789286,-0.003068693,-0.000139984,-0.000126666,-0.001043129
0.007064485,-0.002949573,0.006616005,0.006853184,0.007080421,0.002463269
0.000167989,0.002661671,-0.001447073,0.000174329,0.00021769,0.000647117
-0.000297705,0.000532407,0.000965811,-0.000298152,-0.000264919,-0.00073398
0.007158077,-0.005619009,-0.005905403,0.006914471,0.007168738,-0.002988167
-0.003091052,0.001176014,-0.002414068,-0.003013189,-0.003096565,-0.000155459
0.006565343,0.002585048,-0.003535988,0.006427619,0.006672644,0.007074696
-0.001449947,0.001340623,-0.005867287,-0.001448564,-0.001459321,0.000187688
0.000962421,-0.003386237,0.000863283,0.00094641,0.000996356,-0.000329918
-0.005988719,-0.003467364,0.001802656,-0.005897704,-0.006003054,0.007170295
-0.002442203,0.000243061,0.004465591,-0.002408626,-0.00242096,-0.003123903
-0.003556969,-0.000474403,-0.004575522,-0.003515052,-0.003579575,0.006646281
-0.00588809,-0.002528751,0.003177913,-0.005807938,-0.005937863,-0.001310009
0.000863904,-0.000561109,0.002836877,0.000843015,0.000883423,0.000932097
0.001787231,0.001171948,0.006337535,0.00174985,0.001797888,-0.006058795
0.004470428,-0.000265255,0.002799726,0.004412586,0.004542357,-0.002475757
-0.004585835,0.0007728,0.002073272,-0.004525839,-0.004632062,-0.003615121
0.003158684,0.003179882,0.001092135,0.0030135,0.003207926,-0.005991632
0.00287033,-0.003168338,0.00128279,0.002685626,0.002920715,0.000817585
0.006429257,0.0012876,-0.000636313,0.006379932,0.006494244,0.001800706
0.002780907,-0.0031147,-0.002973953,0.002775263,0.002865418,0.004515524
0.002065816,0.002655876,-0.000596763,0.002147314,0.002112688,-0.004638038
0.001104838,-0.000230796,-0.003937376,0.001113068,0.001119453,0.003182331
0.001327134,0.003085992,0.005404406,0.001343248,0.001322625,0.003013993
-0.000523337,0.002198123,0.00671981,-0.000487644,-0.000516322,0.006465558
-0.002816331,-0.004716422,0.00140485,-0.003013114,-0.002991942,0.002840347
-0.0006186,0.001945732,0.000341901,-0.000615138,-0.00058339,0.002105252
-0.003994919,-0.001383936,0.004174536,-0.00401217,-0.004019598,0.001325504
0.005458964,-0.003229674,-0.004408761,0.005483376,0.005511937,0.001257721
0.006755753,0.000669486,0.004114121,0.006780836,0.006819885,-0.000536915
0.001421866,-0.001001806,-0.002655365,0.001403508,0.001420229,-0.003036579
0.000321211,-0.003331159,-0.00894833,0.000311974,0.000355541,-0.000667675
0.00417273,-0.003639199,0.000333673,0.00418283,0.004043075,-0.004037558
-0.004488867,-0.000387422,-0.006484482,-0.004442024,-0.004329668,0.00549288
-0.0029335,-0.003435472,-0.003389345,-0.002979201,-0.00293854,0.006796353
7.12E-03,8.36E-05,-1.95E-04,7.09E-03,0.006988738,0.001397595
-0.002667959,0.002580016,-0.005051718,-0.002670539,-2.62E-03,2.93E-04
-0.008894183,-0.002365453,0.002699224,-0.008891957,-8.82E-03,0.005005825
0.000345202,0.001687002,-0.002194545,0.000335022,0.000349594,-0.004455949
-6.48E-03,-6.93E-05,-2.59E-03,-6.39E-03,-0.006477923,-0.003002509
-0.00332747,-0.001724249,-0.005082169,-0.003299323,-3.36E-03,0.007075478
-0.00021229,-0.002612115,0.003537579,-0.000212299,-2.02E-04,-0.002734851
-0.005029241,-0.001246274,-0.00210182,-0.004963944,-0.005068429,-0.009063189
0.002711122,-0.00038867,-0.004689327,0.002658427,0.002715301,0.000319149
-0.002218643,-0.00150543,-0.002199879,-0.002197457,-0.002188936,-0.006565001
-0.002593638,-0.004080866,0.001074799,-0.002531567,-0.002393961,-0.003488587
-0.005259299,-0.001807638,-0.003472787,-0.00496992,-0.005111206,-0.000215849
0.003404759,-0.001277845,0.008529459,0.003438127,0.003539929,-0.005120938
-0.002143981,0.000971219,-0.000652281,-0.002089553,-0.002118124,0.002696674
-0.00469551,0.004080464,-0.01055447,-0.004590444,-0.004681699,-0.002263435
-0.002161017,-0.004513079,-0.000702956,-0.002150835,-0.002157954,-0.002605885
0.001066259,-0.001545572,-0.00080085,0.001047424,0.001079435,-0.005126379
-0.003466483,0.000303646,0.001361068,-0.003443427,-0.003483681,0.00354
0.008548744,-0.002537432,0.002427198,0.008422017,0.008563799,-0.00216875
-0.000670511,-0.001557448,0.001077114,-0.000646773,-0.000649061,-0.004727136
-0.010565838,0.001766251,0.008382257,-0.010447374,-0.010562035,-0.002204849
-0.000701389,0.002564718,-0.000642543,-0.000849172,-0.000698036,0.00111246
-0.000808619,-0.002709787,-0.007000168,-0.000808234,-0.000786161,-0.003116126
0.001360441,0.002157602,-0.003045694,0.001368326,0.00138137,-0.000857681
0.00240522,-0.003245989,0.000292039,0.002489757,0.002428243,0.009395502
0.00107227,-0.003732614,-0.002338808,0.001102327,0.001075352,-0.000674791
8.43E-03,-7.65E-05,9.11E-03,8.47E-03,0.008436672,-0.010672576
-0.000638349,-0.000568403,0.003346696,-0.000661277,-6.40E-04,-7.38E-04
-0.007026514,0.000845084,0.001440046,-0.00711108,-7.05E-03,-0.000831229
-0.003045264,-0.004949522,-0.000483288,-0.003102022,-0.003067259,0.001332363
0.000288407,-0.002242309,0.000903516,0.00030745,0.000303174,0.002419788
-0.002340891,0.001929242,0.002019695,-0.002331176,-0.002340762,0.001067417
0.009065113,0.000359115,-0.00020464,0.009106095,0.009147802,0.00847947
0.003462262,0.000501121,0.006671226,0.003324064,0.003366556,-0.000661721
0.001433185,0.003725998,0.002316731,0.001373773,0.001438179,-0.007135972
